순위	도서명	상세링크	저자	출판사	출판일	판매가(원)	평점	리뷰수
889	AI를 활용한 법률문서 작성법	https://www.yes24.com/product/goods/146335247	김종엽	(주)박영사	2025년 05월	27000	10.0	6
890	열정민쌤의 챗GPT&AI 수업 실전서	https://www.yes24.com/product/goods/146143006	원정민, 권혜영, 신명진, 이채연	한빛미디어	2025년 05월	18000	9.7	39
891	네이버 스마트스토어 운영하기	https://www.yes24.com/product/goods/146041188	서미진	한빛미디어	2025년 05월	18900	9.6	34
892	AI와 게임 인문학 (큰글자책)	https://www.yes24.com/product/goods/146012578	박주희	커뮤니케이션북스	2025년 04월	25000		0
893	AI와 회계사	https://www.yes24.com/product/goods/146012572	윤양인	커뮤니케이션북스	2025년 05월	12000		0
894	AI 영상 제작 트렌드	https://www.yes24.com/product/goods/146012568	진승현	커뮤니케이션북스	2025년 05월	12000		0
895	혼자 만들면서 공부하는 딥러닝	https://www.yes24.com/product/goods/146006911	박해선	한빛미디어	2025년 05월	25200	9.8	33
896	AI와 정책 홍보의 변화	https://www.yes24.com/product/goods/146001337	정휘관	커뮤니케이션북스	2025년 05월	12000		0
897	Do it! 오토캐드 2026	https://www.yes24.com/product/goods/145983717	박한울	이지스퍼블리싱	2025년 05월	26550	10.0	11
898	LLM 엔지니어링	https://www.yes24.com/product/goods/145962625	폴 이우수틴, 막심 라본, 조우철	한빛미디어	2025년 05월	34200	9.8	18
899	AI 대전환 시대, 나는 리더	https://www.yes24.com/product/goods/145417424	김기진, 황교석, 이재실, 최규철, 김택수, 정보 더 보기/감추기, 김기진, 황교석, 이재실, 최규철, 김택수, 마은경, 이소민, 채명석, 김대경, 최준오	에릭스토리	2025년 04월	15300		0
900	AI 콘텐츠 트렌드	https://www.yes24.com/product/goods/145394077	김민지	커뮤니케이션북스	2025년 04월	12000		0
901	실리콘밸리에서 통하는 파이썬 인터뷰 가이드	https://www.yes24.com/product/goods/145227885	런젠펑, 취안수쉐, 신준기	제이펍	2025년 05월	24300	9.6	10
902	알고리즘으로 철학하기	https://www.yes24.com/product/goods/145220345	변정수	이상북스	2025년 04월	23400	10.0	1
903	AI와 미래 의사	https://www.yes24.com/product/goods/145022805	임채영	커뮤니케이션북스	2025년 04월	12000		0
904	AI와 미래 사회	https://www.yes24.com/product/goods/145022203	손현주	커뮤니케이션북스	2025년 04월	12000		0
905	처음부터 시작하는 Next.js / React 개발 입문	https://www.yes24.com/product/goods/145013501	미요시 아키, 김모세	AK(에이케이 커뮤니케이션즈)	2025년 04월	33440		0
906	예제로 배우는 C++ STL	https://www.yes24.com/product/goods/144980037	빌 와인먼, 유동환	영진닷컴	2025년 04월	29700	9.5	11
907	이게 되네? 챗GPT 미친 크롤링 24제	https://www.yes24.com/product/goods/144868498	박현규	골든래빗	2025년 04월	23400	9.1	7
908	씽크톡톡 엑셀 2021	https://www.yes24.com/product/goods/144699966	도용화, 금미정	웰북	2025년 04월	9000		0
909	인스타그램 마케팅으로 돈벌기	https://www.yes24.com/product/goods/144693678	최영인	성안당	2025년 04월	22500	9.9	38
910	AI와 반도체	https://www.yes24.com/product/goods/144650380	최종수	커뮤니케이션북스	2025년 04월	12000		0
911	할 수 있다! 스마트폰을 활용한 영상 촬영 편집 with 키네마스터	https://www.yes24.com/product/goods/144554031	황점희	시대인	2025년 04월	10800	10.0	9
912	어른을 위한 이것이 인공지능이다	https://www.yes24.com/product/goods/144546046	김명락	슬로디미디어	2025년 04월	15120	10.0	3
913	일러스트와 만화를 위한 포즈 노하우	https://www.yes24.com/product/goods/144220706	마츠오카 신지, 고영자	영진닷컴	2025년 04월	18000	9.8	9
914	AI, 공정과 편향	https://www.yes24.com/product/goods/144165612	박규동, 김근혜	커뮤니케이션북스	2025년 03월	12000		0
915	교사를 위한 생성형 AI 활용 수업	https://www.yes24.com/product/goods/144129260	김종혜	생능북스	2025년 04월	14400	9.6	15
916	CATIA(카티아) 쉽게 따라하기	https://www.yes24.com/product/goods/144048800	정경애	구민사	2025년 04월	28800		0
917	이토록 쉬운 IT 인프라 기초	https://www.yes24.com/product/goods/144043886	장두환	루비페이퍼	2025년 04월	19800	9.8	9
918	50개의 프로젝트로 완성하는 파이썬 업무 자동화	https://www.yes24.com/product/goods/144043578	오토코더	위즈앤북	2025년 03월	19800	10.0	12
919	우아한 C 언어 코딩 패턴	https://www.yes24.com/product/goods/144026018	크리스토퍼 프레셰른, 정기훈	인사이트(insight)	2025년 04월	28800	10.0	1
920	챗GPT 일타강사의 직장인 업무 만렙 공략집	https://www.yes24.com/product/goods/143909071	이승필	한빛미디어	2025년 03월	21600	9.2	31
921	요즘 우아한 AI 개발	https://www.yes24.com/product/goods/143753715	우아한형제들	골든래빗	2025년 04월	21600	9.8	16
922	AI 사고철학	https://www.yes24.com/product/goods/143666426	이준헌, 조민호	더로드	2025년 03월	18000	10.0	1
923	한 권으로 끝내는 미드저니	https://www.yes24.com/product/goods/143604796	민자경	에듀웨이	2025년 04월	20700	9.0	12
924	아이패드 디지털 캘리그라피 N잡러 되기	https://www.yes24.com/product/goods/143513509	우연주	아티오	2025년 03월	17550	10.0	9
925	숏폼 영상 편집 3일 만에 마스터하기 with 캡컷(Capcut)	https://www.yes24.com/product/goods/143492268	김근아	아티오	2025년 03월	12600		0
926	현업 기획자 마이즈가 알려주는 게임 시나리오 스쿨	https://www.yes24.com/product/goods/143372817	김현석	초록비책공방	2025년 03월	23400	8.7	6
927	THE 포토샵	https://www.yes24.com/product/goods/143268983	김은혜	길벗	2025년 03월	23400	10.0	33
928	인공지능의 몸들	https://www.yes24.com/product/goods/143046524	심귀연	커뮤니케이션북스	2025년 02월	12000		0
929	대체 불가능한 디자이너 되기	https://www.yes24.com/product/goods/142972932	오완원	길벗	2025년 03월	19800	9.8	10
930	이토록 쉬운 10가지 프로젝트로 끝내는 트랜스포머 활용 가이드 with 파이토치	https://www.yes24.com/product/goods/142636957	프렘 팀시나, 임선집	루비페이퍼	2025년 02월	25200	9.8	11
931	처음 시작하는 디지털 드로잉 with 스케치북	https://www.yes24.com/product/goods/142572387	이은지	시대인	2025년 02월	17100	9.9	14
932	트래픽을 쓸어 담는 SEO 마케팅	https://www.yes24.com/product/goods/142569581	김건오, 양효원	e비즈북스	2025년 02월	23400		0
933	AI를 활용한 숏폼영상 제작가이드	https://www.yes24.com/product/goods/142565684	장세인	위메이크북	2025년 02월	18000		0
934	NEW 우당탕탕 컴퓨터와 친해지기	https://www.yes24.com/product/goods/142277966	놀이교육콘텐츠랩	마린북스	2025년 02월	12600	10.0	1
935	막힘없이 PostgreSQL	https://www.yes24.com/product/goods/141892324	임경석, 김철환, 박관규, 김규민	엑셈	2025년 01월	28800		0
936	AI와 인문학의 주제들	https://www.yes24.com/product/goods/141888791	정서현, 우동현, 김동우	커뮤니케이션북스	2025년 02월	12000		0
937	한 시간 만에 게임 만들기	https://www.yes24.com/product/goods/141835517	게임도칸, 김은철, 유세라	영진닷컴	2025년 01월	23400	9.8	18
938	이것이 생성형 AI다	https://www.yes24.com/product/goods/141732801	김명락	슬로디미디어	2025년 02월	15120	9.7	15
939	대표 전략으로 입문하는 미국 주식 퀀트 투자	https://www.yes24.com/product/goods/141731540	이용환	프리렉	2025년 02월	27000	9.3	14
940	왕초보 맞춤형 랜선 사수 올이 엑셀	https://www.yes24.com/product/goods/141695114	올이	한빛미디어	2025년 01월	18900	9.8	28
941	트랜스포머로 시작하는 언어 모델과 생성형 인공지능	https://www.yes24.com/product/goods/141383909	추형석	위즈앤북	2025년 01월	16020	9.5	4
942	ChatGPT 마케팅	https://www.yes24.com/product/goods/141382077	임헌수	이코노믹북스	2025년 01월	22500	9.7	31
943	데이터 마이닝 개념과 기법 4/e	https://www.yes24.com/product/goods/141377702	지아웨이 한, 지안 페이, 항항 통, 동준상	에이콘출판사	2025년 01월	49500		0
944	스마트폰과 AI로 소통하는 새로운 세상	https://www.yes24.com/product/goods/141331756	이종구, 이태훈, 어현경, 지영희	디지털콘텐츠그룹	2025년 01월	16200		0
945	챗GPT와 함께 만드는 초등 수업 디자인 ++	https://www.yes24.com/product/goods/141327600	박준원, 김지현, 김병남, 이홍락, 김한준, 정보 더 보기/감추기, 박준원, 김지현, 김병남, 이홍락, 김한준, 이종상, 박주현, 김은협, 김도현, 공민수, 이정진	앤써북	2025년 01월	15930	10.0	3
946	스마트폰, 학교 수업에 들어오다!	https://www.yes24.com/product/goods/141312058	박만재	다빈치books	2025년 01월	28800		0
947	교실에서 바로 쓰는 챗GPT 교사 활용법	https://www.yes24.com/product/goods/141310358	유수근	앤써북	2025년 01월	17820	9.9	22
948	C 언어 마스터	https://www.yes24.com/product/goods/141218965	문석재	한빛아카데미	2025년 01월	32000		0
949	머신 러닝 마스터 클래스	https://www.yes24.com/product/goods/141195086	민재식	인사이트(insight)	2025년 01월	22500	10.0	13
950	AI, 너 내 마케터가 돼라!	https://www.yes24.com/product/goods/141129325	오종현	e비즈북스	2025년 01월	16200		0
951	시니어를 위한 스마트폰 활용 with 챗GPT	https://www.yes24.com/product/goods/141129131	곽민철, 정희철	생능북스	2025년 01월	17820	9.9	105
952	Vue 3와 타입스크립트로 배우는 프런트엔드 개발	https://www.yes24.com/product/goods/140833041	WINGS 프로젝트, 사이토 신조, 손민옹, 야마다 요시히로	한빛미디어	2025년 01월	32400	9.8	16
953	프리미어프로 비디오효과사전	https://www.yes24.com/product/goods/140581873	코모사전	BOOKK(부크크)	2024년 11월	35000		0
954	부모님을 위한 참 다정한 스마트폰 안내서	https://www.yes24.com/product/goods/140398266	백준사	빚은책들	2025년 01월	19800	10.0	4
955	이원철TV의 스마트폰 사용 설명서	https://www.yes24.com/product/goods/140243622	이원철	시대인	2024년 12월	15300	10.0	10
956	인공지능 법과 윤리	https://www.yes24.com/product/goods/140199363	김명훈	길벗캠퍼스	2024년 12월	29500	10.0	2
957	독학 파이썬	https://www.yes24.com/product/goods/140182521	야마다 요시히로, 윤모린	정보문화사	2024년 12월	28800	9.8	18
958	업무 효율이 10배 오르는 챗GPT X 엑셀 활용법	https://www.yes24.com/product/goods/140019103	다케이 가즈미, 구수영	AK(에이케이 커뮤니케이션즈)	2024년 12월	18810		0
959	캐릭터 일러스트 강좌 with 프로크리에이트	https://www.yes24.com/product/goods/139938349	딥 블리자드, 신상재	ZZOM	2024년 12월	19800	6.8	5
960	AI 고속도로	https://www.yes24.com/product/goods/139858028	송경창	밝은사람들	2024년 11월	20900	10.0	1
961	임종수의 STM32 Cortex-M 완벽 활용서 Vol.1	https://www.yes24.com/product/goods/139798378	임종수	버무림	2024년 11월	38700		0
962	데이터 과학 기반의 파이썬 빅데이터 분석	https://www.yes24.com/product/goods/139786609	이지영	한빛아카데미	2024년 11월	31000		0
963	Do it! 코드 없이 배우는 데이터 분석 with 오렌지3	https://www.yes24.com/product/goods/139756585	권서림	이지스퍼블리싱	2024년 12월	16920	10.0	5
964	어른들을 위한 가장 쉬운 워드&엑셀	https://www.yes24.com/product/goods/139642315	혜지원 기획팀	혜지원	2024년 11월	13500	10.0	6
965	AI로 이미지, 영상, 음악 한 번에 끝내기	https://www.yes24.com/product/goods/139563085	이현	천그루숲	2024년 11월	16200	9.6	14
966	데이터시각화를 하는 가장 쉬운 방법 by 구글 루커 스튜디오	https://www.yes24.com/product/goods/138964141	천영훈	디지털북스	2024년 12월	18000	8.0	2
967	디지털 일러스트 빛과 그림자 그리기 사전	https://www.yes24.com/product/goods/138931251	조우노세, 김재훈	한스미디어	2024년 11월	22500	10.0	3
968	코딩 없이 배우는 데이터 분석	https://www.yes24.com/product/goods/138775159	황보현우, 한노아	성안북스	2024년 11월	31500	9.7	19
969	처음 배우는 플러터 앱 개발	https://www.yes24.com/product/goods/138601929	후지카와 케이, 이영란	생능북스	2024년 11월	18000	9.0	2
970	현장 중심의 프로젝트 매니지먼트	https://www.yes24.com/product/goods/138273337	하시모토 마사요시, 정인식	제이펍	2024년 11월	19800	9.7	15
971	플러터와 Node.js로 시작하는 풀스택 개발	https://www.yes24.com/product/goods/137094003	김진형	영진닷컴	2024년 11월	32400	9.1	22
972	소플의 처음 만난 AWS	https://www.yes24.com/product/goods/136882448	이인제	한빛미디어	2024년 11월	43200	9.5	16
973	AI 영화 제작	https://www.yes24.com/product/goods/136304038	민지영, 문수민, 전은재, 앤미디어	길벗	2024년 11월	24300	9.7	84
974	미리캔버스로 완성하는 콘텐츠 디자인	https://www.yes24.com/product/goods/135969074	이상권	시대인	2024년 10월	16200	10.0	21
975	AI는 어떻게 예술이 되는가	https://www.yes24.com/product/goods/135815717	라이언 오슬링, 박선주, 박승순, 안소정, 양나리, 정보 더 보기/감추기, 라이언 오슬링, 박선주, 박승순, 안소정, 양나리, 조영각, 권한슬, 구도형	스튜디오사월	2024년 10월	18000	6.0	2
976	이것이 우분투 리눅스다	https://www.yes24.com/product/goods/135800272	우재남, 박길식	한빛미디어	2024년 11월	32400	9.7	25
977	머니코치 최준호의 네이버 3대장 마케팅	https://www.yes24.com/product/goods/135796323	최준호	한빛미디어	2024년 10월	19800	9.5	32
978	규칙으로 배우는 임베디드 시스템: CPU 이론 및 펌웨어 개발 규칙	https://www.yes24.com/product/goods/135733382	장선웅	북랩	2024년 10월	18000	10.0	1
979	규칙으로 배우는 임베디드 시스템: 회로 설계 및 PCB 설계 규칙	https://www.yes24.com/product/goods/135733019	장선웅	북랩	2024년 10월	27000		0
980	이토록 쉬운 챗GPT로 마케팅 데이터 분석하기	https://www.yes24.com/product/goods/135725317	박경아	루비페이퍼	2024년 10월	19800	10.0	4
981	핸즈온 그래프 인공신경망 with Python	https://www.yes24.com/product/goods/134867624	Maxime Labonne, 김현우, 정지수, 윤성준, 박진영	홍릉	2024년 10월	35000		0
982	난생처음 인공지능 입문	https://www.yes24.com/product/goods/134781990	서지영	한빛아카데미	2024년 10월	27000	10.0	3
983	임종수의 STM32 Cortex-M 완벽활용서 Vol. 2	https://www.yes24.com/product/goods/134657938	임종수	버무림	2024년 10월	43200	10.0	1
984	삼성에서 ERP로 먹고사는 컨설턴트가 알려주는 SAP	https://www.yes24.com/product/goods/134605465	주호재, 서기준	생능북스	2024년 10월	20700	9.5	4
985	한컴오피스 2024	https://www.yes24.com/product/goods/134242062	윤관식	가나출판사	2024년 10월	20700	2.0	1
986	FastAPI로 배우는 백엔드 프로그래밍 with 클린 아키텍처	https://www.yes24.com/product/goods/133976149	한용재	제이펍	2024년 10월	22500	9.8	9
987	인공지능이 다 해주는 브루 Vrew 영상 편집	https://www.yes24.com/product/goods/133823740	지현이, 브루 개발팀	시프트	2024년 10월	18000	9.7	19
988	1일 1단어 1분으로 끝내는 AI공부	https://www.yes24.com/product/goods/133810549	최재운	글담	2024년 10월	15300	9.9	29
989	정보보안 관제 및 운영 자동화 실무 가이드	https://www.yes24.com/product/goods/133320689	최대수	에이콘출판사	2024년 09월	27000	10.0	12
990	AI 에이전트와 사회 변화	https://www.yes24.com/product/goods/133292300	이경전	커뮤니케이션북스	2024년 09월	11400	7.0	6
991	테라폼으로 시작하는 IaC	https://www.yes24.com/product/goods/133218136	김민수, 김재준, 이규석, 이유종	한빛미디어	2024년 09월	28800	9.5	8
992	로블록스 코딩 마스터하기	https://www.yes24.com/product/goods/133202481	마크 키프, 이진수	영진닷컴	2024년 09월	28800	10.0	2
993	원큐패스 나는야 엔트리 게임 개발자	https://www.yes24.com/product/goods/133199781	이영호, 최홍송	다락원	2024년 09월	15300	10.0	46
994	챗GPT로 데이터 분석 가로채기	https://www.yes24.com/product/goods/132950348	박경하	디지털북스	2024년 09월	15300	10.0	1
995	챗GPT API를 활용한 챗봇 만들기	https://www.yes24.com/product/goods/132759525	이승우	한빛미디어	2024년 08월	28800	9.8	17
996	아케이드 게임 타이포그래피	https://www.yes24.com/product/goods/132620204	오마가리 토시, 무로가 기요노리, 박희원	안그라픽스	2024년 08월	33250		0
997	우리는 왜 게임을 하는가?	https://www.yes24.com/product/goods/132617063	하얀쥐	골든래빗	2024년 09월	21600	8.8	5
998	코드 밖 커뮤니케이션	https://www.yes24.com/product/goods/132388664	재퀴 리드, 곽지원	한빛미디어	2024년 08월	21600	9.3	14
999	AI 시대의 프로그래머	https://www.yes24.com/product/goods/130736603	톰 타울리, 이일섭, 황은옥	한빛미디어	2024년 08월	20700	9.3	17
1000	블렌더로 애니 그림체 캐릭터를 만들어보자! : 모델링편	https://www.yes24.com/product/goods/130279113	나츠모리 카츠, 김모세	AK(에이케이 커뮤니케이션즈)	2024년 08월	38520	9.8	13
