순위,도서명,상세링크,저자,출판사,출판일,판매가(원),평점,리뷰수,책소개
425,쉽게 배우고 바로 쓰는 에듀테크 첫걸음,https://www.yes24.com/product/goods/165275154,"조종현, 박미지, 김승길",성안당,2025년 11월,16200,10.0,24,"“왕초보 교사도 단 하루 만에 에듀테크와 친구가 된다!”
“수업 현장에 꼭 맞는 에듀테크 안내서!”
이 책은 미래 교육을 실천하기 위해 교사 스스로 디지털리터러시와 에듀테크를 활용 능력을 갖추는 것이 필수가 된 현실 속에서 낯설기만 한 기술들을 선뜻 시작하지 못한 교사를 위한 따라 하기식 안내서이다. 현직 교사들이 실제 수업에 활용한 구글 도구, 챗GPT, 패들렛, 캔바, 수노 등 16종의 에듀테크 활용 도구들을 혼자 헤매지 않고 계정 만들기 같은 기초부터 수업 적용까지 단계별로 설명해 주며, 쉽게 따라 하고 바로 익히는 과정을 자세하게 제시하였다. 아날로그 환경에 익숙한 교사, 디지털에 자신 없는 교사도 작은 성공을 통해 변화의 첫걸음이 될 것이라 확신하며, 단순한 기술 습득을 넘어 학생들과 나누는 과정들은 교육적 의미로 확장될 수 있다. 
2022 개정 교육과정이 제시한 여섯 가지 핵심 역량은 이제 학생만의 과제가 아니기 때문에 교사의 시도를 보면서 학생들은 새로운 학습 태도를 배우고, 교실은 더욱 활기찬 소통의 공간으로 바뀔 수 있을 것이다. 이 책이 ‘어디서부터 어떻게 시작할지 모르겠다.’는 고민이 큰 실제 현장에서 에듀테크라는 진입 장벽을 낮추는 동시에 ‘나도 할 수 있다.’는 용기와 자신감을 심어줄 것이라 믿는다. 에듀테크를 활용한 수업이 단순한 기술 학습이 아닌 교육의 본질을 지켜내며, 교사와 학생이 함께 성장하는 수업의 새로운 경험이 되기를 바란다."
426,"바이브 코딩 너머 개발자 생존법: 개발자는 사라지지 않는다, 진화한다",https://www.yes24.com/product/goods/163601068,"애디 오스마니, 강민혁",한빛미디어,2025년 11월,20700,9.7,26,"AI가 코드를 다 짜준다? 이제 '진짜 개발자'만 살아남는다
AI 시대 개발자의 생존법으로 당신의 가치를 증명하라
『바이브 코딩 너머 개발자 생존법』은 AI가 코드를 대신 작성하는 시대, 개발자가 무엇으로 경쟁력을 증명할 수 있는가를 실전적으로 보여주는 책입니다. 이 책은 단순히 프롬프트를 잘 쓰거나 AI 툴을 활용하는 요령을 알려주는 데 그치지 않습니다. 대신 AI와 협업하며 방향과 품질을 주도하는 개발자 중심의 사고방식, 그리고 이를 실무에 적용하는 구체적인 방법을 제시합니다.
AI가 반복 작업과 프로토타이핑을 맡는 동안 개발자는 시스템의 구조를 설계하고 품질을 관리하며, 사용자 중심의 판단을 내려야 합니다. AI가 속도와 실행력을 책임진다면, 인간은 방향과 완성도를 책임져야 합니다. 저자는 이러한 역할의 분담이야말로 AI 시대의 개발 문화를 성숙하게 만드는 핵심이라고 강조합니다.
또한 프롬프트 설계, 코드 검증과 리팩터링, 그리고 커서, 윈드서프 등 AI IDE 기반 워크플로를 통해 인간과 AI의 협업이 어떻게 생산성을 높이면서도 품질을 지켜낼 수 있는지 구체적으로 보여줍니다.
AI가 코드를 다 짜주는 시대일수록, 무엇을 만들고 왜 만드는가를 결정하는 힘이 인간 개발자의 진짜 경쟁력입니다.
『바이브 코딩 너머 개발자 생존법』은 AI 시대, 당신의 가치를 증명하는 방법을 알려줍니다."
427,멘토시리즈 일러스트레이터,https://www.yes24.com/product/goods/163496515,코리아교육그룹 연구소,코리아교육그룹,2025년 09월,25200,10.0,1,"SBS아카데미컴퓨터아트학원에서 선택한 ‘일러스트레이터’ 입문서!
디자인을 교육하는 강사들과 현직 디자이너의 피드백을 반영하여 한 권의 책으로 엮었습니다.
이 책은 일러스트레이터를 처음 접하는 사람들을 위해 도구와 이론 설명을 충실하게 다루고 있습니다. 지나친 예제 위주의 설명으로 옵션이나 도구에 대한 개념을 소홀히 할 수 있는 부분을 보완했으며, 실습을 통해 실무에서 활용할 수 있는 예제와 테크닉을 배울 수 있습니다.
각 섹션은 Theory(이론) - Practice(실습 예제) - Exercise(연습 예제)로 구성되어 기능을 체계적으로 배울 수 있도록 구성했습니다."
428,MCP 실전 활용 & 서버 개발 핵심 가이드,https://www.yes24.com/product/goods/162224477,AI튜터랩,위키북스,2025년 11월,25200,10.0,1,"《MCP 실전 활용 & 서버 개발 핵심 가이드》는 단순한 AI 활용법을 넘어 MCP의 핵심 원리를 이해하고, 이를 통해 나만의 MCP 서비스와 서버를 직접 구축하는 실질적인 경험을 제공합니다. 기초 사용법부터 심화 활용법, 나아가 서버 개발까지 폭넓게 다루어 여러분이 반복적인 업무를 자동화하고, 새로운 가치를 창출하는 데 필요한 지식과 노하우를 담았습니다.
특히 이 책에서는 MCP 서버를 활용하는 다양한 실전 프로젝트와 더불어 DART(전자 공시 시스템) 및 증권사 API 같은 외부 시스템을 연동하는 고급 개발 방법까지 다룹니다. 또한 AI 모델을 최적화하는 기술과 디버깅 노하우 등 실무에서 바로 적용할 수 있는 내용도 알려줍니다.
이 책의 어떤 페이지를 펼치더라도 여러분의 프로젝트에 필요한 아이디어를 얻거나 당면한 문제를 해결하는 데 큰 도움을 얻을 수 있을 것입니다."
429,그림으로 이해하는 챗GPT 구조와 기술,https://www.yes24.com/product/goods/162116171,"나카타니 슈요, 박광수",길벗,2025년 11월,21600,9.9,19,"챗GPT는 어떻게 답을 만들어 낼까?
그림으로 알아보는 인공지능 구조와 원리!
챗GPT를 비롯한 생성형 AI를 쓰지 않는 사람을 찾기 힘들 정도로 이제는 당연하게 우리 삶과 함께 하고 있다. 하지만 기술의 변화 속도는 그만큼 빠르며, 새로운 기능과 모델이 끊임없이 등장하고 있다. 구조와 원리를 깊이 이해해 둔다면, 새로운 버전이 등장해 활용법이 변하더라도 당황하지 않고 안정적으로 대응할 수 있다. 이 책은 생성형 AI의 기반을 이루는 주요 기술과 원리를 체계적으로 설명한다. AI 기술을 전반적으로 다루고 있어서 챗GPT가 어떤 메커니즘으로 돌아가는지 파악할 수 있다. 특히 복잡한 개념들을 그림 213개와 표 17개로 일목요연하게 보여준다는 점이 큰 장점이다. 생성형 AI를 업무에 활용하고 있거나 다른 기술에 접목해야 한다면 이 책을 강력하게 추천한다!"
430,"챗GPT, 저는 이렇게 쓰고 있어요",https://www.yes24.com/product/goods/160131631,최소영,길벗,2025년 11월,16920,9.9,40,"AI가 여전히 낯설고 멀게만 느껴지는 당신을 위한 가장 친절한 챗GPT 입문서
이 책은 챗GPT를 비롯한 다양한 생성형 AI 툴을 다양한 상황에서 활용하는 방법을 안내합니다. 30개의 에피소드마다 각자의 고민을 가진 인물이 등장해, 저자이자 생성형 AI 전문가 ‘소영’과 함께 자신의 문제를 챗GPT로 해결해 나갑니다. 등장인물들의 고민은 현대인이라면 누구나 공감할 수 있는 내용으로, 이를 통해 낯설고 멀게 느껴지던 AI를 한층 친근하게 경험할 수 있습니다.
챗GPT를 처음 시작하는 독자들에게 길잡이가 되고, 늘 책상 위에 펼쳐두고 볼 수 있는 책이 되기를 바라는 마음으로 집필했습니다. 가벼운 마음으로 책장을 넘기다 “이건 나도 활용해 볼 수 있겠는데?” 하고 마음이 가는 내용이 있다면 부담 없이 챗GPT를 실행해 보세요. 책을 읽어 나가며 AI를 일상에 어떻게 적용할 수 있을지, 앞으로 이 기술을 어떤 시선으로 바라봐야 할지에 대한 인사이트를 자연스럽게 얻을 수 있을 것입니다.
첫 번째 파트에서는 일상 속 삶의 깊이를 더하는 데일리 AI 활용법을 다룹니다. 챗GPT를 활용해 침대에서 일어나기, 메신저 말투 피드백 받기, 롤플레잉 대화 연습하기 등 소소하지만 삶을 풍요롭게 만드는 방법을 소개합니다. 두 번째 파트에서는 업무에 효율성을 더하는 AI 활용법을 다룹니다. 시장 트렌드 분석부터 발표 자료 생성, 반복 업무 자동화까지, 기획·디자인·마케팅 등 다양한 직군에서 흔히 겪는 실무 고민을 챗GPT와 함께 해결해 봅니다."
431,똑똑한 파이썬,https://www.yes24.com/product/goods/159376881,"황재호, 황예린",인포앤북,2025년 11월,19800,9.8,8,"‘개념 → 예제 → 연습 → 프로젝트’로 이어지는 한 권 완성 코스로, 초등 학습자와 완전 초심자도 스스로 따라 하며 파이썬 기초를 탄탄히 다질 수 있습니다. 개정 3판에서는 설명을 더 간결하게 다듬고, 학교·학원 현장에서 자주 쓰는 예제와 복습 퀴즈를 대폭 보강했습니다.
책과 연동된 온라인 실습 플랫폼(병행 학습)을 통해 예습·복습을 웹에서 바로 진행할 수 있으며, 어린 학습자도 이해하기 쉬운 문장과 컬러 도해로 핵심 개념이 ‘딱’ 들어옵니다. 집에서의 독학은 물론, 학교·학원 수업에서도 바로 활용할 수 있도록 내용을 체계적으로 구성했습니다."
432,회사에서 바로 통하는 엑셀 FOR STARTERS,https://www.yes24.com/product/goods/159168206,전미진,한빛미디어,2025년 10월,15300,9.8,26,"엑셀을 처음 배우는 왕초보라도 순식간에 엑셀 고수가 된다!
우선순위 핵심기능으로 엑셀 입문자에게 꼭 필요한 내용만 쉽고 빠르게 배운다!
엑셀을 처음 배우거나 아무리 공부해도 엑셀이 어려운 왕초보 독자를 위해 실무에서 즉시 써먹을 수 있는 핵심기능을 선별했다. 특히 업무에 당장 필요한 기능부터 순식간에 익혀 써먹을 수 있는 우선순위 핵심기능을 구성해 복잡하고 어려운 엑셀 기능을 쉽고 빠르게 학습할 수 있다. 직접 실무 문서를 만들어보고 실제 내 업무에 적용할 수 있는 혼자해보기 예제로 엑셀을 효율적으로 익힐 수 있도록 도와준다. 107개 핵심기능과 18개 혼자해보기 예제로 학습하면 왕초보 입문자도 순식간에 엑셀 고수가 될 수 있다.
회사에서 준 엑셀 문서를 봐도 뭐가 뭔지 모르겠는 사람, 처음 보는 복잡한 함수와 수식 때문에 골치가 아픈 사람, 시중의 두꺼운 엑셀 책이 부담스러운 사람, 취업에 성공해 당장 엑셀을 업무에 사용해야 하는 사람에게 꼭 필요한 엑셀 왕초보 입문서로 엑셀 기초를 완벽히, 단숨에 배워서 뛰어난 실무 능력과 경쟁력을 확보해보자."
433,실무에 바로 쓰는 일잘러의 챗GPT 프롬프트 74가지,https://www.yes24.com/product/goods/159060578,이석현,제이펍,2025년 10월,19800,10.0,49,"입소문으로 검증된 ‘일잘러 시리즈’의 새로운 챕터. 
이제는 챗GPT로 일과 삶을 모두 관리한다.
출간 이후 꾸준히 사랑받아 온 ‘일잘러 시리즈’는 직장인의 현실적인 고민을 해결해 주는 실무 가이드로 자리매김해 왔다. 이번 책은 일잘러 시리즈의 첫 ‘챗GPT’ 활용서로, 일잘러가 갖춰야 할 챗GPT 프롬프트 작성 역량을 한 권에 정리했다. 실무 활용 사례는 물론이고, 일상까지 확장해 적용할 수 있는 다양한 프롬프트를 담아 ‘AI와 함께 일하는 시대’의 새로운 챗GPT 활용 기준을 제시한다."
434,유니티 교과서,https://www.yes24.com/product/goods/158708037,"김은철, 기타무라 마나미, 유세라",길벗,2025년 10월,29700,9.6,5,"검증된 베스트셀러 [유니티 교과서] 
유니티 6 버전에 맞춰 개정!
그림으로 이해하고 만들면서 익히는 가장 쉬운 유니티 입문서!
[유니티 교과서, 개정8판]은 유니티를 사용해 2D/3D 게임과 애니메이션을 만들면서 유니티 기초 지식과 함께 게임 제작 흐름을 익히는 것을 목적으로 한다. 유니티를 설치한 후 C# 핵심 문법을 학습하고, 이어서 여섯 가지 2D/3D 게임을 ‘게임 설계하기 → 프로젝트와 씬 만들기 → 씬에 오브젝트 배치하기 → 스크립트 작성하기 → 스크립트 적용하기’ 단계로 만들며 게임 제작 흐름을 익힌다. 만든 게임은 스마트폰에 넣어 실행해볼 수 있다. 유니티 6 버전에서 테스트했고, 예제 소스를 제공하기 때문에 초보자들도 무리 없이 학습할 수 있다."
435,스케치업 2025 with Ruby+Twinmotion,https://www.yes24.com/product/goods/157774663,황두환,시대인,2025년 10월,25200,9.8,13,"스케치업은 짧은 시간에 3D 작업물을 만들 수 있어 초보자도 쉽게 접근할 수 있는 프로그램입니다. 이 책은 스케치업을 이용해 3D 작업물을 만드는 기본 명령을 배우고, 확장 도구인 Ruby를 이용해 작업의 효율성을 높입니다. 또한 Twinmotion을 활용한 렌더링 방법과 LayOut을 활용한 프레젠테이션 자료를 제작하는 방법도 설명합니다. 메뉴 위주의 딱딱한 설명이 아닌 예제를 따라 하는 작업 과정을 통해 명령을 쉽게 익힐 수 있고, 실무 적응에 유용한 다양한 예제로 작업합니다. 과정 따라 하기가 끝나면 작업 방법을 복습할 수 있는 연습 도면이 제공되어 배운 과정을 한 번 더 연습할 수 있습니다."
436,AI로 만드는 나만의 그림책,https://www.yes24.com/product/goods/155149859,"민진홍, 국난아",성안당,2025년 10월,22500,9.9,29,"인공지능 시대, 1인 출판의 길이 활짝 열렸다. 먼저 갈 것인가, 따라갈 것인가의 차이만 있을 뿐. AI 시대의 뉴노멀 창작 패러다임을 미리 체험하는 이 책은 실제 챗GPT로 글을 만들고 달리3와 미드저니로 일러스트를 만들고 캔바로 책의 판을 짜 출판물(전자책)을 만들어 아마존에 올리는 과정까지는 다룬다.
1부에서는 3~5세용 영어 학습 동화를 만들어 보고 2~6부에서는 책 만들기를 5일 안에 완성한다는 구성이다. 2부(1일 차)에서는 본문 기획, 개요, 본문을 챗GPT로 작성하고 3부(2일 차)에서는 미드저니와 달리 3로 그림책 일러스트를 생성하며, 4부(3일 차)에서는 캔바로 레이아웃을 구성하고 5부(4일 차)에서는 아마존 KDP(킨들 다이렉트 퍼블리싱(전자책 직접 출판))까지 마스터해 6부(5일 차)에서는 KDP 페이퍼백(종이책) 실습을 통해 실제 아마존에 인세 정산을 받는 작가가 되도록 해준다. 
특히 3부에서는 미드저니 프롬프트 500개를 소개하여 전문 그림 작가 수준까지 일러스트 창작이 가능하며, 4부 캔바 부분은 상업용 출판사의 인디자인 강의를 보듯 전문 출판용어와 함께 제대로 된 책을 디자인할 수 있도록 돕는다. 5~6부의 아마존 출판 부분은 국내 전자책으로 만족하지 않고 미국 아마존 진출이라는 꿈을 실현하는 한 단계 더 큰 도약을 돕는다는 점에서 의미가 있다.
이처럼 인공지능으로 창작에 도움을 받아 제대로 된 출판 지식과 함께 전문 아마존 작가가 되는 길이 이 책에 고스란히 담겨 있다. 특히 이 책을 집필한 민진홍 저자는 디자인·마케팅 전문가로 시사출판사 출신 전문 편집자이며 민에이아트 출판사를 운영 중이다. 또 국난아 저자는 순천향대학교 부천병원 수간호사로서 전문 직업인이이면서 부캐로 동화책 작가로서의 길을 꾸준히 걸어왔고 실제 아마존에 동화책을 출판한 작가이기도 하다. 이번에 저자들의 출판 노하우를 집대성한 책으로 많은 독자와 소통하며 디지털 창작의 세계로 이끌 예정이다."
